date,sl,offered,Aband,ASA,staff
4/28/2023 20:30,0.89,725,64,1.25,481
4/28/2023 20:45,0.95,543,23,0.39,468
4/28/2023 21:00,0.62,87,11,1.43,404
4/28/2023 21:15,1,0,0,0,108
4/29/2023 9:00,0.89,1260,58,0.59,570
4/29/2023 9:15,0.17,1113,171,2.47,616
4/29/2023 9:30,0.48,1184,121,1.83,644
4/29/2023 9:45,0.63,1089,89,1.67,661
4/29/2023 10:00,0.45,1204,138,1.91,695
4/29/2023 10:15,0.26,1183,170,2.33,699
4/29/2023 10:30,0.21,1161,175,2.42,677
4/29/2023 10:45,0.29,1175,136,2.27,677
4/29/2023 11:00,0.17,1208,211,2.47,680
4/29/2023 11:15,0.15,1204,218,2.63,691
4/29/2023 11:30,0.43,1106,112,1.98,695
4/29/2023 11:45,0.84,1014,53,1.38,687
4/29/2023 12:00,0.53,974,145,1.72,630
4/29/2023 12:15,0.9,1093,32,1.07,684
4/29/2023 12:30,0.98,1039,18,0.53,671
4/29/2023 12:45,0.99,922,8,0.42,646
4/29/2023 13:00,0.71,906,96,1.49,579
4/29/2023 13:15,0.25,1007,128,2.17,577
4/29/2023 13:30,0.46,1050,105,1.84,586
4/29/2023 13:45,0.51,949,90,1.82,599
4/29/2023 14:00,0.94,960,46,1.24,605
4/29/2023 14:15,0.95,985,31,1.05,633
4/29/2023 14:30,0.98,1014,16,0.45,646
4/29/2023 14:45,0.99,946,5,0.29,642
4/29/2023 15:00,0.96,1013,42,1.19,634
4/29/2023 15:15,0.95,984,44,1.05,651
4/29/2023 15:30,0.96,1054,41,1.12,661
4/29/2023 15:45,0.97,1028,28,0.85,663
4/29/2023 16:00,0.98,983,14,0.5,635
4/29/2023 16:15,0.97,955,28,0.72,655
4/29/2023 16:30,0.97,997,33,0.88,650
4/29/2023 16:45,0.95,951,42,1.03,633
4/29/2023 17:00,0.42,989,153,1.9,582
4/29/2023 17:15,0.32,1052,129,2.06,595
4/29/2023 17:30,0.87,1016,56,1.29,615
4/29/2023 17:45,0.92,833,44,0.96,593
4/29/2023 18:00,0.77,1003,147,1.48,526
4/29/2023 18:15,0.9,888,70,1.03,537
4/29/2023 18:30,0.97,893,28,0.29,547
4/29/2023 18:45,0.97,748,20,0.29,530
4/29/2023 19:00,0.91,708,60,0.78,475
4/29/2023 19:15,0.54,764,124,1.75,465
4/29/2023 19:30,0.47,842,126,1.82,471
4/29/2023 19:45,0.4,795,139,1.97,460
4/29/2023 20:00,0.31,782,174,2.06,447
4/29/2023 20:15,0.62,787,125,1.65,468
4/29/2023 20:30,0.61,739,108,1.66,486
4/29/2023 20:45,0.93,603,39,0.74,484
4/29/2023 21:00,0.24,116,21,2.27,410
4/29/2023 21:15,1,0,0,0,118
4/30/2023 9:00,0.95,1343,33,0.44,595
4/30/2023 9:15,0.48,1086,86,1.74,692
4/30/2023 9:30,0.94,1102,33,0.82,709
4/30/2023 9:45,0.99,1045,4,0.33,714
4/30/2023 10:00,0.99,1031,6,0.37,716
4/30/2023 10:15,0.93,1043,54,1.17,682
4/30/2023 10:30,0.91,1114,71,1.31,700
4/30/2023 10:45,0.91,1066,65,1.29,699
4/30/2023 11:00,0.97,1108,27,1.07,719
4/30/2023 11:15,0.97,1044,24,0.79,719
4/30/2023 11:30,1,992,1,0.27,701
4/30/2023 11:45,0.99,998,3,0.3,670
4/30/2023 12:00,0.93,879,37,1.01,604
4/30/2023 12:15,0.99,780,5,0.25,642
4/30/2023 12:30,0.99,765,4,0.21,658
4/30/2023 12:45,0.98,760,3,0.23,636
4/30/2023 13:00,0.99,751,1,0.23,577
4/30/2023 13:15,1,715,2,0.2,611
4/30/2023 13:30,0.98,813,3,0.26,609
4/30/2023 13:45,0.95,859,31,0.95,599
4/30/2023 14:00,0.95,950,38,1.15,611
4/30/2023 14:15,0.96,978,22,0.82,641
4/30/2023 14:30,0.98,936,9,0.44,661
4/30/2023 14:45,0.99,920,2,0.24,681
4/30/2023 15:00,0.97,927,15,0.55,657
4/30/2023 15:15,0.96,981,31,0.96,677
4/30/2023 15:30,0.98,1025,11,0.52,682
4/30/2023 15:45,0.99,930,2,0.25,704
4/30/2023 16:00,0.98,972,5,0.25,667
4/30/2023 16:15,0.99,896,3,0.21,672
4/30/2023 16:30,1,967,0,0.22,682
4/30/2023 16:45,0.99,909,9,0.3,670
4/30/2023 17:00,0.51,853,78,1.72,556
4/30/2023 17:15,0.9,1020,66,1.39,599
4/30/2023 17:30,0.96,947,35,1.03,596
4/30/2023 17:45,0.88,860,68,1.18,578
4/30/2023 18:00,0.84,980,114,1.42,557
4/30/2023 18:15,0.92,870,65,0.81,574
4/30/2023 18:30,0.97,825,20,0.39,590
4/30/2023 18:45,0.97,790,20,0.19,570
4/30/2023 19:00,0.94,757,40,0.59,541
4/30/2023 19:15,0.91,779,69,1.05,534
4/30/2023 19:30,0.89,793,87,1.2,521
4/30/2023 19:45,0.61,823,110,1.65,507
4/30/2023 20:00,0.36,851,126,2.02,515
4/30/2023 20:15,0.78,848,85,1.38,545
4/30/2023 20:30,0.93,761,48,0.67,569
4/30/2023 20:45,0.96,654,26,0.2,561
4/30/2023 21:00,0.94,68,4,0.79,496
4/30/2023 21:15,1,0,0,0,130
5/1/2023 9:00,0.7,1619,148,1.01,605
5/1/2023 9:15,0.11,1508,311,3.12,704
5/1/2023 9:30,0.09,1385,246,3.27,709
5/1/2023 9:45,0.13,1329,227,2.78,716
5/1/2023 10:00,0.15,1527,289,2.77,725
5/1/2023 10:15,0.04,1514,362,3.87,709
5/1/2023 10:30,0.11,1411,228,2.97,720
5/1/2023 10:45,0.09,1512,306,3.1,723
5/1/2023 11:00,0.07,1474,286,3.24,709
5/1/2023 11:15,0.11,1461,249,2.97,722
5/1/2023 11:30,0.12,1565,309,2.87,714
5/1/2023 11:45,0.15,1441,186,2.84,712
5/1/2023 12:00,0.13,1354,264,2.82,646
5/1/2023 12:15,0.33,1623,189,2.24,730
5/1/2023 12:30,0.41,1639,193,1.88,712
5/1/2023 12:45,0.24,1459,235,2.38,696
5/1/2023 13:00,0.08,1388,331,3.42,623
5/1/2023 13:15,0.08,1500,271,3.16,661
5/1/2023 13:30,0.19,1439,198,2.61,676
5/1/2023 13:45,0.19,1487,230,2.53,692
5/1/2023 14:00,0.24,1421,171,2.38,691
5/1/2023 14:15,0.4,1321,99,1.85,724
5/1/2023 14:30,0.82,1448,76,1.36,762
5/1/2023 14:45,0.73,1410,109,1.59,773
5/1/2023 15:00,0.72,1430,109,1.59,746
5/1/2023 15:15,0.58,1500,120,1.7,760
5/1/2023 15:30,0.3,1532,177,2.04,765
5/1/2023 15:45,0.66,1440,120,1.62,743
5/1/2023 16:00,0.37,1426,139,2.01,699
5/1/2023 16:15,0.72,1447,110,1.54,738
5/1/2023 16:30,0.59,1471,120,1.75,756
5/1/2023 16:45,0.3,1439,209,2.05,747
5/1/2023 17:00,0.08,1377,277,3.11,647
5/1/2023 17:15,0.16,1296,180,2.72,660
5/1/2023 17:30,0.3,1247,137,2.15,658
5/1/2023 17:45,0.35,1115,162,2.08,649
5/1/2023 18:00,0.18,1292,231,2.49,575
5/1/2023 18:15,0.39,1157,156,1.99,579
5/1/2023 18:30,0.88,1044,81,1.27,580
5/1/2023 18:45,0.88,1031,113,1.3,563
5/1/2023 19:00,0.6,1007,144,1.71,523
5/1/2023 19:15,0.38,949,153,1.99,507
5/1/2023 19:30,0.17,1034,224,2.31,510
5/1/2023 19:45,0.15,1011,187,2.5,500
5/1/2023 20:00,0.12,1092,255,2.72,490
5/1/2023 20:15,0.2,933,170,2.44,492
5/1/2023 20:30,0.49,972,124,1.82,522
5/1/2023 20:45,0.86,828,59,1.09,516
5/1/2023 21:00,0.56,111,16,1.78,456
5/1/2023 21:15,1,0,0,0,134
5/2/2023 9:00,0.99,1406,3,0.26,695
5/2/2023 9:15,0.98,1023,13,0.49,801
5/2/2023 9:30,0.99,1101,3,0.24,801
5/2/2023 9:45,0.99,1008,4,0.22,807
5/2/2023 10:00,1,1115,1,0.22,797
5/2/2023 10:15,0.99,1052,9,0.32,768
5/2/2023 10:30,0.96,1118,47,1.01,732
5/2/2023 10:45,0.93,1086,55,1.18,741
5/2/2023 11:00,0.88,1121,73,1.4,744
5/2/2023 11:15,0.93,1138,58,1.14,758
5/2/2023 11:30,0.97,1171,31,0.97,759
5/2/2023 11:45,0.99,1036,5,0.29,772
5/2/2023 12:00,0.97,998,18,0.5,701
5/2/2023 12:15,0.99,1193,8,0.4,744
5/2/2023 12:30,0.99,1107,6,0.24,732
5/2/2023 12:45,0.99,995,10,0.36,699
5/2/2023 13:00,0.76,1022,103,1.39,642
5/2/2023 13:15,0.9,1010,66,1.35,660
5/2/2023 13:30,0.92,1020,46,1.2,659
5/2/2023 13:45,0.99,937,10,0.47,659
5/2/2023 14:00,1,973,1,0.32,665
5/2/2023 14:15,0.99,950,2,0.24,682
5/2/2023 14:30,0.99,960,4,0.33,675
5/2/2023 14:45,0.99,976,8,0.43,684
5/2/2023 15:00,0.95,997,39,0.98,686
5/2/2023 15:15,0.96,1025,35,0.99,700
5/2/2023 15:30,0.99,1071,9,0.51,687
5/2/2023 15:45,0.98,914,20,0.61,692
5/2/2023 16:00,0.6,1032,96,1.61,675
5/2/2023 16:15,0.7,1096,86,1.57,716
5/2/2023 16:30,0.93,1081,66,1.22,752
5/2/2023 16:45,0.78,1025,85,1.35,714
5/2/2023 17:00,0.21,1057,184,2.47,621
5/2/2023 17:15,0.36,1113,122,2.1,651
5/2/2023 17:30,0.47,1131,98,1.86,656
5/2/2023 17:45,0.88,956,66,1.36,665
5/2/2023 18:00,0.51,1082,150,1.77,616
5/2/2023 18:15,0.61,1063,160,1.65,641
5/2/2023 18:30,0.83,1005,96,1.35,652
5/2/2023 18:45,0.9,951,84,1.07,639
5/2/2023 19:00,0.78,879,114,1.37,599
5/2/2023 19:15,0.76,886,95,1.53,577
5/2/2023 19:30,0.38,950,202,2.02,568
5/2/2023 19:45,0.35,926,145,2.13,571
5/2/2023 20:00,0.45,920,160,1.86,581
5/2/2023 20:15,0.55,885,112,1.78,589
5/2/2023 20:30,0.94,843,45,0.66,614
5/2/2023 20:45,0.96,747,23,0.3,606
5/2/2023 21:00,0.98,61,1,0.91,523
5/2/2023 21:15,1,0,0,0,158
5/3/2023 9:00,0.99,1249,12,0.38,682
5/3/2023 9:15,0.97,1020,22,0.82,760
5/3/2023 9:30,0.98,956,14,0.65,743
5/3/2023 9:45,0.97,922,16,0.65,745
5/3/2023 10:00,0.98,1000,8,0.59,763
5/3/2023 10:15,0.97,960,18,0.69,750
5/3/2023 10:30,0.94,1024,46,1.15,742
5/3/2023 10:45,0.89,1001,58,1.41,751
5/3/2023 11:00,0.74,1018,74,1.59,747
5/3/2023 11:15,0.79,1111,83,1.52,762
5/3/2023 11:30,0.91,1028,47,1.12,761
5/3/2023 11:45,0.99,908,2,0.36,760
5/3/2023 12:00,0.94,849,29,0.91,689
5/3/2023 12:15,0.98,970,8,0.42,771
5/3/2023 12:30,0.99,871,3,0.31,776
5/3/2023 12:45,0.99,878,7,0.3,729
5/3/2023 13:00,0.96,825,27,0.68,650
5/3/2023 13:15,0.98,868,12,0.56,657
5/3/2023 13:30,0.98,902,8,0.46,670
5/3/2023 13:45,0.99,898,7,0.29,700
5/3/2023 14:00,0.99,859,4,0.28,690
5/3/2023 14:15,0.98,874,7,0.3,688
5/3/2023 14:30,0.99,893,3,0.32,697
5/3/2023 14:45,0.98,906,3,0.31,725
5/3/2023 15:00,0.99,862,3,0.28,699
5/3/2023 15:15,0.99,924,3,0.3,693
5/3/2023 15:30,0.99,883,1,0.3,711
5/3/2023 15:45,0.99,884,5,0.26,693
5/3/2023 16:00,0.99,908,4,0.29,708
5/3/2023 16:15,0.99,885,0,0.26,712
5/3/2023 16:30,0.99,963,4,0.28,741
5/3/2023 16:45,0.98,895,12,0.43,736
5/3/2023 17:00,0.5,930,116,1.77,649
5/3/2023 17:15,0.73,1008,85,1.67,672
5/3/2023 17:30,0.97,1007,33,1.08,697
5/3/2023 17:45,0.97,820,15,0.57,682
5/3/2023 18:00,0.89,953,75,1.12,608
5/3/2023 18:15,0.92,887,70,0.84,608
5/3/2023 18:30,0.92,876,64,0.69,600
5/3/2023 18:45,0.94,866,42,0.47,588
5/3/2023 19:00,0.85,832,107,1.29,560
5/3/2023 19:15,0.57,839,148,1.73,538
5/3/2023 19:30,0.38,813,135,1.99,529
5/3/2023 19:45,0.34,869,184,2.2,525
5/3/2023 20:00,0.44,830,148,1.99,534
5/3/2023 20:15,0.56,788,108,1.87,531
5/3/2023 20:30,0.92,779,50,0.98,554
5/3/2023 20:45,0.97,607,15,0.29,548
5/3/2023 21:00,0.94,72,3,0.52,470
5/3/2023 21:15,1,0,0,0,106
5/4/2023 9:00,0.99,1349,7,0.21,721
5/4/2023 9:15,0.98,949,10,0.24,799
5/4/2023 9:30,0.98,899,6,0.26,804
5/4/2023 9:45,0.99,808,3,0.24,802
5/4/2023 10:00,0.99,973,2,0.26,807
5/4/2023 10:15,0.99,943,5,0.26,770
5/4/2023 10:30,0.99,923,1,0.29,726
5/4/2023 10:45,1,864,2,0.26,727
5/4/2023 11:00,0.99,906,3,0.22,725
5/4/2023 11:15,0.99,865,5,0.24,732
5/4/2023 11:30,0.98,874,6,0.26,722
5/4/2023 11:45,0.99,834,8,0.23,725
5/4/2023 12:00,0.99,831,3,0.25,652
5/4/2023 12:15,0.99,834,1,0.26,778
5/4/2023 12:30,1,812,2,0.24,768
5/4/2023 12:45,0.99,856,4,0.26,714
5/4/2023 13:00,0.96,771,21,0.62,591
5/4/2023 13:15,0.99,790,2,0.33,638
5/4/2023 13:30,0.99,789,4,0.24,671
5/4/2023 13:45,0.99,760,3,0.25,679
5/4/2023 14:00,0.99,762,6,0.22,687
5/4/2023 14:15,1,826,0,0.21,700
5/4/2023 14:30,1,778,1,0.22,691
5/4/2023 14:45,1,762,2,0.24,713
5/4/2023 15:00,1,839,0,0.24,711
5/4/2023 15:15,0.98,842,5,0.31,712
5/4/2023 15:30,0.99,798,2,0.24,714
5/4/2023 15:45,0.99,800,3,0.23,703
5/4/2023 16:00,0.99,886,3,0.27,686
5/4/2023 16:15,0.99,824,2,0.26,696
5/4/2023 16:30,0.99,829,5,0.25,675
5/4/2023 16:45,0.99,850,4,0.23,682
5/4/2023 17:00,1,829,2,0.26,633
5/4/2023 17:15,0.99,824,2,0.25,641
5/4/2023 17:30,1,793,2,0.21,642
5/4/2023 17:45,0.99,765,3,0.23,643
5/4/2023 18:00,0.96,760,23,0.23,614
5/4/2023 18:15,0.95,808,30,0.43,585
5/4/2023 18:30,0.96,772,27,0.4,589
5/4/2023 18:45,0.97,723,16,0.18,592
5/4/2023 19:00,0.98,731,15,0.24,570
5/4/2023 19:15,0.96,744,28,0.46,567
5/4/2023 19:30,0.97,714,21,0.21,545
5/4/2023 19:45,0.97,680,20,0.34,554
5/4/2023 20:00,0.93,670,41,0.71,552
5/4/2023 20:15,0.94,709,46,0.97,573
5/4/2023 20:30,0.97,664,16,0.26,613
5/4/2023 20:45,0.97,540,14,0.18,613
5/4/2023 21:00,0.98,65,1,0.25,538
5/4/2023 21:15,1,0,0,0,111
5/5/2023 9:00,0.99,1348,8,0.28,728
5/5/2023 9:15,0.97,1058,25,0.7,811
5/5/2023 9:30,0.99,890,0,0.28,808
5/5/2023 9:45,1,894,1,0.24,800
5/5/2023 10:00,0.99,1033,8,0.28,795
5/5/2023 10:15,0.65,1213,192,1.4,759
5/5/2023 10:30,0.11,1387,396,2.71,757
5/5/2023 10:45,0.04,1376,413,3.69,770
5/5/2023 11:00,0.07,1514,433,3.77,770
5/5/2023 11:15,0.91,955,18,0.8,783
5/5/2023 11:30,1,871,0,0.22,787
5/5/2023 11:45,0.99,869,3,0.25,776
5/5/2023 12:00,0.99,819,3,0.24,682
5/5/2023 12:15,0.99,818,1,0.26,792
5/5/2023 12:30,0.99,792,3,0.25,778
5/5/2023 12:45,1,800,1,0.24,738
5/5/2023 13:00,0.99,755,3,0.26,623
5/5/2023 13:15,0.99,731,4,0.27,652
5/5/2023 13:30,0.98,735,5,0.25,696
5/5/2023 13:45,0.98,798,2,0.26,686
5/5/2023 14:00,0.98,750,2,0.28,692
5/5/2023 14:15,0.99,777,4,0.26,712
5/5/2023 14:30,0.99,797,5,0.23,680
5/5/2023 14:45,0.99,784,2,0.23,658
5/5/2023 15:00,0.98,748,4,0.36,586
5/5/2023 15:15,1,804,1,0.22,597
5/5/2023 15:30,0.98,785,12,0.59,600
5/5/2023 15:45,0.98,807,12,0.5,605
5/5/2023 16:00,0.98,799,12,0.46,581
5/5/2023 16:15,0.99,829,0,0.41,619
5/5/2023 16:30,1,828,0,0.21,663
5/5/2023 16:45,0.99,732,2,0.28,641
5/5/2023 17:00,0.96,795,24,0.77,601
5/5/2023 17:15,0.99,814,6,0.44,650
5/5/2023 17:30,0.98,841,12,0.37,635
5/5/2023 17:45,0.91,714,22,0.61,616
5/5/2023 18:00,0.91,851,64,0.99,562
5/5/2023 18:15,0.95,835,30,0.42,590
5/5/2023 18:30,0.96,786,28,0.33,604
5/5/2023 18:45,0.96,769,26,0.26,593
5/5/2023 19:00,0.96,709,23,0.54,557
5/5/2023 19:15,0.95,703,30,0.66,564
5/5/2023 19:30,0.95,711,31,0.59,544
5/5/2023 19:45,0.93,727,44,0.78,558
5/5/2023 20:00,0.92,733,58,0.8,553
5/5/2023 20:15,0.95,683,30,0.38,567
5/5/2023 20:30,0.98,711,10,0.35,581
5/5/2023 20:45,0.97,553,14,0.26,594
5/5/2023 21:00,0.94,50,1,0.29,527
5/5/2023 21:15,1,0,0,0,146
5/6/2023 9:00,0.99,1322,6,0.25,745
5/6/2023 9:15,0.99,1008,11,0.36,838
5/6/2023 9:30,1,949,1,0.22,819
5/6/2023 9:45,0.99,886,3,0.26,826
5/6/2023 10:00,0.99,914,5,0.25,815
5/6/2023 10:15,0.99,986,4,0.22,803
5/6/2023 10:30,0.99,952,7,0.26,783
5/6/2023 10:45,0.97,968,21,0.54,753
5/6/2023 11:00,0.98,918,4,0.32,733
5/6/2023 11:15,0.98,894,4,0.3,755
5/6/2023 11:30,0.99,913,3,0.24,768
5/6/2023 11:45,0.99,859,4,0.26,770
5/6/2023 12:00,1,767,0,0.25,702
5/6/2023 12:15,0.99,768,4,0.27,799
5/6/2023 12:30,1,830,2,0.23,800
5/6/2023 12:45,0.99,781,3,0.23,734
5/6/2023 13:00,0.99,790,1,0.24,638
5/6/2023 13:15,0.99,815,2,0.25,656
5/6/2023 13:30,0.99,717,3,0.25,665
5/6/2023 13:45,0.99,765,4,0.27,655
5/6/2023 14:00,0.99,790,6,0.36,628
5/6/2023 14:15,0.98,784,1,0.29,654
5/6/2023 14:30,1,821,0,0.23,675
5/6/2023 14:45,0.99,796,4,0.22,697
5/6/2023 15:00,0.99,811,5,0.25,697
5/6/2023 15:15,0.99,842,1,0.25,728
5/6/2023 15:30,0.98,861,3,0.28,721
5/6/2023 15:45,0.99,808,6,0.26,709
5/6/2023 16:00,0.98,845,4,0.27,700
5/6/2023 16:15,0.99,810,2,0.28,731
5/6/2023 16:30,0.99,849,5,0.26,747
5/6/2023 16:45,0.99,795,3,0.23,742
5/6/2023 17:00,0.97,856,18,0.52,644
5/6/2023 17:15,0.99,862,5,0.27,672
5/6/2023 17:30,0.99,798,2,0.23,698
5/6/2023 17:45,1,784,1,0.23,684
5/6/2023 18:00,0.97,729,18,0.18,621
5/6/2023 18:15,0.96,767,26,0.23,608
5/6/2023 18:30,0.96,715,22,0.17,615
5/6/2023 18:45,0.96,763,25,0.27,608
5/6/2023 19:00,0.93,737,45,0.75,551
5/6/2023 19:15,0.96,698,26,0.41,534
5/6/2023 19:30,0.92,704,57,0.96,523
5/6/2023 19:45,0.94,739,42,0.79,535
5/6/2023 20:00,0.94,672,35,0.67,534
5/6/2023 20:15,0.96,683,25,0.28,552
5/6/2023 20:30,0.98,649,11,0.14,571
5/6/2023 20:45,0.97,579,18,0.14,558
5/6/2023 21:00,0.94,52,2,0.25,506
5/6/2023 21:15,1,0,0,0,139
5/7/2023 9:00,1,1218,3,0.29,688
5/7/2023 9:15,0.97,894,10,0.43,745
5/7/2023 9:30,0.97,889,17,0.66,731
5/7/2023 9:45,0.99,841,1,0.3,721
5/7/2023 10:00,0.99,904,7,0.32,742
5/7/2023 10:15,0.98,913,10,0.36,723
5/7/2023 10:30,0.98,925,9,0.46,705
5/7/2023 10:45,0.95,933,35,0.87,694
5/7/2023 11:00,0.97,953,22,0.73,708
5/7/2023 11:15,0.98,932,6,0.34,729
5/7/2023 11:30,1,895,2,0.27,707
5/7/2023 11:45,0.99,878,2,0.31,706
5/7/2023 12:00,0.99,769,5,0.3,623
5/7/2023 12:15,0.99,780,8,0.27,728
5/7/2023 12:30,1,767,1,0.24,756
5/7/2023 12:45,1,765,3,0.25,734
5/7/2023 13:00,1,761,2,0.24,642
5/7/2023 13:15,0.99,782,4,0.25,648
5/7/2023 13:30,0.99,771,5,0.25,654
5/7/2023 13:45,0.99,804,3,0.33,639
5/7/2023 14:00,0.99,839,5,0.26,658
5/7/2023 14:15,0.99,815,2,0.28,679
5/7/2023 14:30,1,868,1,0.27,712
5/7/2023 14:45,0.99,838,3,0.28,715
5/7/2023 15:00,0.99,760,4,0.26,703
5/7/2023 15:15,0.99,802,8,0.27,706
5/7/2023 15:30,0.99,759,5,0.26,713
5/7/2023 15:45,1,840,3,0.26,704
5/7/2023 16:00,0.99,807,3,0.26,688
5/7/2023 16:15,0.99,823,4,0.25,689
5/7/2023 16:30,1,838,2,0.24,709
5/7/2023 16:45,0.99,816,7,0.25,704
5/7/2023 17:00,0.99,852,2,0.32,627
5/7/2023 17:15,0.99,762,7,0.27,641
5/7/2023 17:30,0.99,795,1,0.27,674
5/7/2023 17:45,0.99,783,4,0.28,673
5/7/2023 18:00,0.98,795,16,0.2,592
5/7/2023 18:15,0.98,744,15,0.15,580
5/7/2023 18:30,0.97,672,19,0.13,583
5/7/2023 18:45,0.98,692,13,0.15,575
5/7/2023 19:00,0.97,673,18,0.13,533
5/7/2023 19:15,0.96,636,24,0.19,507
5/7/2023 19:30,0.95,666,32,0.55,488
5/7/2023 19:45,0.94,672,34,0.53,502
5/7/2023 20:00,0.96,645,26,0.41,494
5/7/2023 20:15,0.95,660,25,0.33,492
5/7/2023 20:30,0.98,603,13,0.2,518
5/7/2023 20:45,0.97,519,11,0.22,519
5/7/2023 21:00,0.98,48,1,0.12,444
5/7/2023 21:15,1,0,0,0,104
5/8/2023 9:00,0.99,1094,10,0.31,630
5/8/2023 9:15,0.86,876,80,1.35,683
5/8/2023 9:30,0.81,864,67,1.64,685
5/8/2023 9:45,0.92,797,40,1.38,663
5/8/2023 10:00,0.98,876,16,0.6,689
5/8/2023 10:15,0.93,911,51,1.31,672
5/8/2023 10:30,0.87,875,60,1.2,671
5/8/2023 10:45,0.6,936,83,1.77,660
5/8/2023 11:00,0.71,889,88,1.67,646
5/8/2023 11:15,0.61,916,79,1.77,656
5/8/2023 11:30,0.96,854,23,0.89,678
5/8/2023 11:45,0.96,842,22,0.57,671
5/8/2023 12:00,0.96,751,20,0.89,619
5/8/2023 12:15,0.99,797,4,0.32,714
5/8/2023 12:30,0.99,715,4,0.3,722
5/8/2023 12:45,0.99,781,2,0.31,695
5/8/2023 13:00,0.99,748,3,0.28,627
5/8/2023 13:15,0.98,731,3,0.3,620
5/8/2023 13:30,0.98,686,4,0.35,618
5/8/2023 13:45,0.98,717,8,0.33,634
5/8/2023 14:00,0.99,735,4,0.32,648
5/8/2023 14:15,0.98,747,8,0.34,659
5/8/2023 14:30,0.98,766,6,0.37,657
5/8/2023 14:45,0.99,795,4,0.32,654
5/8/2023 15:00,0.99,759,5,0.32,654
5/8/2023 15:15,0.99,755,7,0.27,665
5/8/2023 15:30,0.99,755,3,0.27,660
5/8/2023 15:45,0.99,764,1,0.27,654
5/8/2023 16:00,1,777,1,0.24,631
5/8/2023 16:15,1,785,1,0.26,643
5/8/2023 16:30,0.99,802,0,0.28,665
5/8/2023 16:45,0.99,845,6,0.31,680
5/8/2023 17:00,0.84,802,48,1.09,613
5/8/2023 17:15,0.93,901,51,1.14,635
5/8/2023 17:30,0.99,841,5,0.33,633
5/8/2023 17:45,0.99,737,7,0.35,621
5/8/2023 18:00,0.91,793,68,0.85,537
5/8/2023 18:15,0.91,749,66,0.8,533
5/8/2023 18:30,0.9,807,76,1,522
5/8/2023 18:45,0.88,741,78,1.13,520
5/8/2023 19:00,0.69,654,101,1.44,478
5/8/2023 19:15,0.71,696,102,1.47,461
5/8/2023 19:30,0.64,683,107,1.65,454
5/8/2023 19:45,0.89,664,59,1.27,463
5/8/2023 20:00,0.91,610,54,1.06,452
5/8/2023 20:15,0.89,651,68,1.21,463
5/8/2023 20:30,0.94,622,34,0.57,458
5/8/2023 20:45,0.97,490,10,0.23,461
5/8/2023 21:00,0.87,39,2,1.08,421
5/8/2023 21:15,1,0,0,0,94
5/9/2023 9:00,0.99,1202,6,0.29,660
5/9/2023 9:15,0.97,894,20,0.71,707
5/9/2023 9:30,0.98,836,7,0.44,696
5/9/2023 9:45,0.99,814,2,0.34,683
5/9/2023 10:00,0.98,892,12,0.41,702
5/9/2023 10:15,0.97,895,20,0.58,672
5/9/2023 10:30,0.98,911,13,0.53,659
5/9/2023 10:45,0.97,869,15,0.74,663
5/9/2023 11:00,0.92,955,60,1.23,657
5/9/2023 11:15,0.98,871,9,0.51,652
5/9/2023 11:30,0.98,842,16,0.73,658
5/9/2023 11:45,0.99,803,5,0.51,641
5/9/2023 12:00,0.99,753,6,0.34,599
5/9/2023 12:15,1,739,1,0.28,708
5/9/2023 12:30,0.99,693,4,0.22,724
5/9/2023 12:45,0.99,784,6,0.27,695
5/9/2023 13:00,0.98,760,5,0.3,592
5/9/2023 13:15,0.99,773,4,0.31,607
5/9/2023 13:30,0.99,751,1,0.27,617
5/9/2023 13:45,0.98,729,5,0.29,616
5/9/2023 14:00,0.99,746,0,0.29,629
5/9/2023 14:15,0.99,777,3,0.28,633
5/9/2023 14:30,0.99,789,6,0.28,658
5/9/2023 14:45,1,756,1,0.27,679
5/9/2023 15:00,1,770,1,0.27,680
5/9/2023 15:15,1,748,2,0.28,699
5/9/2023 15:30,1,788,1,0.27,712
5/9/2023 15:45,0.99,741,4,0.27,698
5/9/2023 16:00,0.99,799,4,0.28,687
5/9/2023 16:15,0.99,749,2,0.28,667
5/9/2023 16:30,0.99,831,5,0.29,652
5/9/2023 16:45,0.99,792,2,0.3,642
5/9/2023 17:00,0.98,734,5,0.36,602
5/9/2023 17:15,0.98,749,11,0.34,643
5/9/2023 17:30,0.99,762,3,0.32,652
5/9/2023 17:45,0.99,753,7,0.29,655
5/9/2023 18:00,0.97,741,17,0.18,564
5/9/2023 18:15,0.98,656,11,0.16,539
5/9/2023 18:30,0.96,745,23,0.17,527
5/9/2023 18:45,0.97,631,19,0.15,518
5/9/2023 19:00,0.97,646,14,0.2,492
5/9/2023 19:15,0.98,623,13,0.16,479
5/9/2023 19:30,0.98,616,12,0.19,479
5/9/2023 19:45,0.98,562,12,0.14,485
5/9/2023 20:00,0.96,576,20,0.15,485
5/9/2023 20:15,0.98,575,13,0.13,493
5/9/2023 20:30,0.97,556,17,0.14,494
5/9/2023 20:45,0.98,491,8,0.12,492
5/9/2023 21:00,0.98,41,1,0.11,460
5/9/2023 21:15,1,0,0,0,105
5/10/2023 9:00,0.72,1647,139,0.93,650
5/10/2023 9:15,0.08,1457,332,3.34,740
5/10/2023 9:30,0.11,1354,238,3.22,731
5/10/2023 9:45,0.25,1226,131,2.4,726
